model,DV,MSE,Pearson R,F1,AUC,DI_Age_bin,DI_Gender_bin,DI_Race_bin,DI_Education_bin,DI_Income_bin,DI_Age_Gender,DI_Age_Gender_Race,DI_Age_Gender_Race_Education,DI_Age_Gender_Race_Income,DI_Age_Gender_Education,DI_Age_Gender_Education_Income,DI_Age_Gender_Income,DI_Age_Race,DI_Age_Race_Education,DI_Age_Race_Education_Income,DI_Age_Race_Income,DI_Age_Education,DI_Age_Education_Income,DI_Age_Income,DI_Gender_Race,DI_Gender_Race_Education,DI_Gender_Race_Education_Income,DI_Gender_Race_Income,DI_Gender_Education,DI_Gender_Education_Income,DI_Gender_Income,DI_Race_Education,DI_Race_Education_Income,DI_Race_Income,DI_Education_Income,DI_Age_Gender_Race_Education_Income,FV_Age_bin,FV_Gender_bin,FV_Race_bin,FV_Education_bin,FV_Income_bin,FV_Age_Gender,FV_Age_Gender_Race,FV_Age_Gender_Race_Education,FV_Age_Gender_Race_Income,FV_Age_Gender_Education,FV_Age_Gender_Education_Income,FV_Age_Gender_Income,FV_Age_Race,FV_Age_Race_Education,FV_Age_Race_Education_Income,FV_Age_Race_Income,FV_Age_Education,FV_Age_Education_Income,FV_Age_Income,FV_Gender_Race,FV_Gender_Race_Education,FV_Gender_Race_Education_Income,FV_Gender_Race_Income,FV_Gender_Education,FV_Gender_Education_Income,FV_Gender_Income,FV_Race_Education,FV_Race_Education_Income,FV_Race_Income,FV_Education_Income,FV_Age_Gender_Race_Education_Income,adjustedDI,debiasing,wordlists,fullN
FIPI_Agreeable_Continuous_PT_BERT_F_F_test.csv,SubjectiveLit,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,1.2161343625855052,1.1687527915866653,0.9184914720947381,0.878833961460193,0.8552342675651867,1.4055454946483714,1.3537355873814878,0.9177343908887534,1.117699709107183,1.185261219563784,1.0689755412991178,1.1765939597315438,1.1815166898137062,0.8802456850701712,0.7519532406037288,1.061082972708984,1.0819128901710944,0.966955546492659,1.0640857884729407,1.0675331103478274,0.8929679615194657,0.8019299076485911,0.8917909163363492,1.0110918282652983,0.927073586355372,0.9785729438047319,0.784558327714093,0.7053125213938523,0.8029214277300036,0.7938274288198218,0.7478171545968156,0.04843955494110297,0.01458789584159187,0.015881659136083415,0.019751001138726465,0.017479937116811617,0.061888641267121625,0.05710203109583917,0.034613637863372904,0.0498023463740509,0.040641998392539125,0.04009418439999202,0.05263468428427809,0.04869866975130133,0.02539849024714036,0.03803429168454636,0.05492209347916033,0.03125675989190707,0.0259778050896472,0.040861279665918404,0.0045232279682040355,0.03387618844682555,0.03357923374530425,0.013213193528182787,0.0008540914620769335,0.004563779797497058,0.0010158483319863687,0.04824463253678571,0.04890645416961206,0.023184714052772393,0.02585981949507038,0.052359059317132445,False,FIPI,Agreeable,False
FIPI_Agreeable_Continuous_PT_BERT_T_F_test.csv,SubjectiveLit,0.0309312121703226,0.1344199462810085,0.42157788267026297,0.5650839934277211,1.0250438695799844,1.043955005198979,1.0100494835526805,0.9255912704290724,0.9145946321925471,1.066136606927035,1.1932454036770583,0.8931179262504566,1.1031414634146344,0.9479476539259557,0.9394427814874508,0.9969325153374236,1.1150343895519992,0.9072726168053951,0.7851681957186544,1.0796687480625304,0.954694985427846,0.8984884160110576,0.9529642115540399,1.0497696495881614,0.9236086265156033,0.8581039424584932,0.9307635744417354,0.9591198184011942,0.9402421481659073,0.9510427332776903,0.9025234509897316,0.828899378481311,0.9340446168768187,0.8747109078042127,0.7790633608815429,0.04843955494110297,0.01458789584159187,0.015881659136083415,0.019751001138726465,0.017479937116811617,0.061888641267121625,0.05710203109583917,0.034613637863372904,0.0498023463740509,0.040641998392539125,0.04009418439999202,0.05263468428427809,0.04869866975130133,0.02539849024714036,0.03803429168454636,0.05492209347916033,0.03125675989190707,0.0259778050896472,0.040861279665918404,0.0045232279682040355,0.03387618844682555,0.03357923374530425,0.013213193528182787,0.0008540914620769335,0.004563779797497058,0.0010158483319863687,0.04824463253678571,0.04890645416961206,0.023184714052772393,0.02585981949507038,0.052359059317132445,True,FIPI,Agreeable,False
FIPI_Agreeable_Continuous_PTD_BERT_F_F_test.csv,SubjectiveLit,0.030067717360428136,0.1347099996863344,0.33328283593394936,0.562421753387631,1.2486811693441227,1.2266397772015751,0.9255227393614666,0.7648638090250938,0.8026676982418485,1.5149272966439133,1.5926433183330073,0.8096303398316821,1.1963094245204338,1.0835493027273848,0.9244031830238726,1.1684795186299468,1.2648525227659897,0.7173076008936635,0.5826253593101246,0.9999904941158578,0.9680744999045416,0.7990316901408451,0.9882800195696029,1.1239746157446842,0.819269979459928,0.7734803714647531,0.9051677800813943,0.9220467647796039,0.8470158934271823,0.9891570279040905,0.7044318703763425,0.6529970790688201,0.7636471769955822,0.6743749727300493,0.6409861325115562,0.03742868758348636,0.012808598852359965,0.009731247837430318,0.02742149491375495,0.016657286299564478,0.051951551233031384,0.06766917293233082,0.03441489630115557,0.03845623232392911,0.017601080326386742,0.0058335493907181735,0.021960942625018937,0.047619047619047616,0.04004830729673925,0.06000485083676932,0.025485060967024326,0.007901108703963322,0.014238721804511273,0.012609206632400227,0.00010356469686614855,0.028360374620762435,0.02922658588218116,0.011660110885368224,0.010503089620603229,0.019826307673009802,0.005367309000979259,0.039049072445104666,0.03852223150468764,0.018357532422173334,0.0360202832663053,0.05989550146552822,False,FIPI,Agreeable,False
FIPI_Agreeable_Continuous_PTD_BERT_T_F_test.csv,SubjectiveLit,0.030067717360428136,0.1347099996863344,0.33328283593394936,0.562421753387631,1.0524766153099856,1.0956608995537007,1.0177816488337397,0.8055574724541671,0.8583795061630723,1.1491050655668358,1.4038297707558862,0.7879135589978965,1.1807272727272728,0.8666005454996281,0.8123889312008121,0.990057118679924,1.1936810311313137,0.7393317060853463,0.6083608360836084,1.017506182480802,0.854242406182331,0.7424547283702213,0.8850747748405882,1.1052719836781846,0.8473818245246817,0.8276615572479835,0.9447250280583612,0.8746518376180354,0.8590472804834695,0.9613290551454893,0.8103492884864164,0.767417076221177,0.8883565816427006,0.7430873804324425,0.6677685950413225,0.03742868758348636,0.012808598852359965,0.009731247837430318,0.02742149491375495,0.016657286299564478,0.051951551233031384,0.06766917293233082,0.03441489630115557,0.03845623232392911,0.017601080326386742,0.0058335493907181735,0.021960942625018937,0.047619047619047616,0.04004830729673925,0.06000485083676932,0.025485060967024326,0.007901108703963322,0.014238721804511273,0.012609206632400227,0.00010356469686614855,0.028360374620762435,0.02922658588218116,0.011660110885368224,0.010503089620603229,0.019826307673009802,0.005367309000979259,0.039049072445104666,0.03852223150468764,0.018357532422173334,0.0360202832663053,0.05989550146552822,True,FIPI,Agreeable,False
FIPI_Agreeable_Continuous_PTD_RoBERTa_F_F_test.csv,SubjectiveLit,0.03723535082933138,0.08337566256482143,0.5560420315236427,0.5456136553325122,1.0680307089952819,1.0459645526986736,0.9324963363225689,0.954076854209661,0.9179616690604864,1.1236328208773232,1.0559901947519639,0.9490242426800614,0.9612488018622485,1.0713531505450782,0.9876047818632121,1.0239138870126325,0.985462732617125,0.8741603550152368,0.7842753691338287,0.8889415827618076,1.021065590300666,0.9340743346980553,0.9759030354695284,0.9778158072923914,0.9335697259275823,0.9167562932387653,0.9197227799303674,0.9854271862817027,0.9316925778627136,0.958270442827167,0.9010803738080693,0.8727389937895468,0.8637657758099619,0.8968337523570082,0.855046799898811,0.02642971064023697,0.007215965583795281,0.022144713480038658,0.012201784738663235,0.016069200441836295,0.04370140367984815,0.0159221583370191,0.01221173739718423,0.011657584327791903,0.04248063080074621,0.024209229971480506,0.02268759146187621,0.002506265664160401,0.0431259495889984,0.07581857870482656,0.028047647207907367,0.015232997748608812,0.002784304511278146,0.005628477974597534,0.019483971637081654,0.016884316053291104,0.011780056938462624,0.027768107206509685,0.0033758966381471356,0.0034421185446442126,0.008313415990306883,0.026145944767515528,0.023995173117980106,0.03440837929433077,0.017625458996328003,0.04804383840958326,False,FIPI,Agreeable,False
FIPI_Agreeable_Continuous_PTD_RoBERTa_T_F_test.csv,SubjectiveLit,0.03723535082933138,0.08337566256482143,0.5560420315236427,0.5456136553325122,0.9002116579053617,0.9342779225092631,1.025450395058462,1.0048373712227012,0.9816758365768359,0.8522997566732589,0.930798789631534,0.9235684877876287,0.9487283582089554,0.8568463127133765,0.8679320970771109,0.8675661118482418,0.9300121157520309,0.9010004436874721,0.8189180434078394,0.9045121545121547,0.9010024815387982,0.8679354210889876,0.8739903086987454,0.9615452180669574,0.9656035708753995,0.9809737509460015,0.9599161041696587,0.9347743869868488,0.9449267498643514,0.9313114029314783,1.036565593482219,1.0256627914373868,1.0048253107638114,0.9882125978437456,0.890773405698779,0.02642971064023697,0.007215965583795281,0.022144713480038658,0.012201784738663235,0.016069200441836295,0.04370140367984815,0.0159221583370191,0.01221173739718423,0.011657584327791903,0.04248063080074621,0.024209229971480506,0.02268759146187621,0.002506265664160401,0.0431259495889984,0.07581857870482656,0.028047647207907367,0.015232997748608812,0.002784304511278146,0.005628477974597534,0.019483971637081654,0.016884316053291104,0.011780056938462624,0.027768107206509685,0.0033758966381471356,0.0034421185446442126,0.008313415990306883,0.026145944767515528,0.023995173117980106,0.03440837929433077,0.017625458996328003,0.04804383840958326,True,FIPI,Agreeable,False
FIPI_Agreeable_Continuous_PT_RoBERTa_F_F_test.csv,SubjectiveLit,0.033352455756424405,0.20965492245008766,0.6668963932919826,0.6118426674320145,1.1237872972737641,1.1088517075509963,0.9428973765205249,0.9109540264265312,0.908642209503938,1.2381143993511379,1.1976556776556775,1.0229491977459457,1.0683302575623848,1.113448726093786,1.0013723365836043,1.0883228865636336,1.1020654674250956,0.952951129042754,0.9023659170914861,1.024909150974562,1.035391558948001,0.9566676838571864,1.0251134238311739,1.0407759128524325,0.9435268175923864,0.8891827159253914,0.9322596412030464,1.0035914127193302,0.9237603855101363,0.9854888303324123,0.8544026343166076,0.8276002666376087,0.86580053308411,0.857661768856456,0.932277025300281,0.06278064120856197,0.021572231253563223,0.024439767937021073,0.03184260836679431,0.023494803402843156,0.0810562409605291,0.0774363946991734,0.0051328716639430505,0.06652730379008254,0.05186344541927357,0.033492732727342434,0.060330987817687864,0.0643157566134307,0.0061999689371902145,0.01630097903820027,0.05743639469917339,0.03835593492905853,0.01799265260056404,0.04166687233374511,0.0025346774396802774,0.03681563182993486,0.03045706777056023,0.014751190012130433,0.006213051264274516,0.015504781771414788,0.0036070730361537073,0.06394217288294823,0.06005302702156001,0.03935075389520404,0.04243071493537809,0.004689851148002688,False,FIPI,Agreeable,False
FIPI_Agreeable_Continuous_PT_RoBERTa_T_F_test.csv,SubjectiveLit,0.033352455756424405,0.20965492245008766,0.6668963932919826,0.6118426674320145,0.9455427177437904,1.000518283634244,1.0372542106034424,0.974922096121401,0.97359391012439,0.9443175317946645,1.0264851746333228,0.965975896531452,1.023095027949397,0.8978680489438978,0.8886647050581477,0.9212346731361878,1.01311977739177,0.9873802675034625,0.9849675221751765,1.0194361854421317,0.9308309235978112,0.9021642123002644,0.911660964586861,1.0329310078521239,0.9886180995178273,0.9721835871717909,0.9785048982022438,0.9690130777248495,0.9578032369956002,0.9721735309247036,1.0028139844062993,1.0012872562630546,1.0091557893497165,0.9593211123174408,0.9927570429037486,0.06278064120856197,0.021572231253563223,0.024439767937021073,0.03184260836679431,0.023494803402843156,0.0810562409605291,0.0774363946991734,0.0051328716639430505,0.06652730379008254,0.05186344541927357,0.033492732727342434,0.060330987817687864,0.0643157566134307,0.0061999689371902145,0.01630097903820027,0.05743639469917339,0.03835593492905853,0.01799265260056404,0.04166687233374511,0.0025346774396802774,0.03681563182993486,0.03045706777056023,0.014751190012130433,0.006213051264274516,0.015504781771414788,0.0036070730361537073,0.06394217288294823,0.06005302702156001,0.03935075389520404,0.04243071493537809,0.004689851148002688,True,FIPI,Agreeable,False
FIPI_Dependable_Continuous_PT_BERT_F_F_test.csv,SubjectiveLit,0.03329483860433804,0.1737031677337235,0.6957062850031114,0.5997246828561072,1.1834359748222465,1.035911304567659,0.9932438504115416,0.9292015044108443,0.9458504183653138,1.2118273411566691,1.2613082715516317,1.195469798657718,1.2119120760513098,1.1447988845249117,1.083833478830205,1.1336450654637473,1.2052470461868958,1.1207840749679108,1.0881203118649079,1.141089421051968,1.1178405227711852,1.0790182086614175,1.1109409775723333,1.02578172295344,0.9420613920241819,0.9127402858563799,0.9744724560024993,0.9605151128139634,0.9030582237157311,0.9631064239548486,0.9078669363902001,0.8962591327108433,0.945572729248132,0.9016514141249871,1.1396843950905904,0.09453353663879982,0.00765786549346581,0.0029817573830444033,0.025869704871708143,0.014171584386649783,0.08951750602549957,0.12023951280917233,0.10205845020398185,0.13053576071441841,0.08277208652118528,0.07402674458028358,0.07655509449928388,0.10638133796028537,0.07270907439982977,0.06599003712755835,0.09725740453120701,0.08385043443027385,0.0666452790630423,0.06953781672782566,0.008215813957440754,0.03238663460270108,0.024692706373850903,0.012838912442447947,0.014694519787532445,0.023689914754425834,0.0010665034976641286,0.04942118250135419,0.040467265028668487,0.0050534511564575,0.03380634053828668,0.09966964346982188,False,FIPI,Dependable,False
FIPI_Dependable_Continuous_PT_BERT_T_F_test.csv,SubjectiveLit,0.03329483860433804,0.1737031677337235,0.6957062850031114,0.5997246828561072,0.9820574356645962,0.9525762977928909,1.054125746498907,1.0367596108187542,1.0557309405513633,0.9369580567716422,1.03734983556942,1.1868556701030928,1.1271407297096054,0.9903040222189158,1.0304261990477295,0.9921257726417629,1.0514172932330828,1.143774056778883,1.2290006022602473,1.104813567776531,1.0292613656104097,1.0740317810952364,1.0183759037572595,1.004385908897403,1.0738242381840795,1.116503795282033,1.0733115208609716,0.9926021656349053,1.016590119531296,1.0148575880043993,1.0756862745098041,1.137005079557305,1.102657719781597,1.0766109402473039,1.2826188257222741,0.09453353663879982,0.00765786549346581,0.0029817573830444033,0.025869704871708143,0.014171584386649783,0.08951750602549957,0.12023951280917233,0.10205845020398185,0.13053576071441841,0.08277208652118528,0.07402674458028358,0.07655509449928388,0.10638133796028537,0.07270907439982977,0.06599003712755835,0.09725740453120701,0.08385043443027385,0.0666452790630423,0.06953781672782566,0.008215813957440754,0.03238663460270108,0.024692706373850903,0.012838912442447947,0.014694519787532445,0.023689914754425834,0.0010665034976641286,0.04942118250135419,0.040467265028668487,0.0050534511564575,0.03380634053828668,0.09966964346982188,True,FIPI,Dependable,False
